cname; iso2; iso3; year; ehpublicq0; ehpublicq1; ehpublicq2; ehpublicq3; ehpublicq4; ehpublicq5;
United Kingdom; uk; gbr; 2000; 132143291307.7858; 53419386877.24683; 38542358154.91147; 19342543514.13089; 10302940482.33933; 5779408285.202264;
United Kingdom; uk; gbr; 2001; 140701335920.657; 58447414011.00778; 40052313105.17282; 20771846445.45668; 10323157491.95766; 6343929237.216415;
United Kingdom; uk; gbr; 2002; 152682846015.2749; 63389291805.10303; 46801077775.37576; 23639199746.32234; 11935888491.06845; 6917388197.405333;
United Kingdom; uk; gbr; 2003; 168224757373.62; 67388960676.14745; 51376290379.2291; 27712680131.29598; 14093323866.45934; 7653502320.488085;
United Kingdom; uk; gbr; 2004; 176551880698.2534; 71786410547.0484; 53717633854.72888; 28590227164.46957; 14059086374.1011; 8398522757.905493;
United Kingdom; uk; gbr; 2005; 184444597956.6827; 73779800249.97922; 57407886783.93729; 29131900995.30542; 15175107211.72681; 8949902715.733929;
United Kingdom; uk; gbr; 2006; 186032795191.0307; 72449883832.2049; 59514190165.66158; 30283786059.74295; 15638530356.80811; 8146404776.613213;
United Kingdom; uk; gbr; 2007; 197353345614.7265; 80188988374.68282; 59517555267.63992; 32619408032.40293; 15822947915.06376; 9204446024.937027;
United Kingdom; uk; gbr; 2008; 213237808224.3897; 85055818709.0305; 64315010488.0811; 34788587717.66589; 19192690644.49373; 9885700665.11853;
United Kingdom; uk; gbr; 2009; 233539452347.44; 89512873800.91841; 71210526190.72354; 40041960400.47355; 21297792834.86408; 11476299120.46041;
United Kingdom; uk; gbr; 2010; 243159560050.0455; 93273117326.45493; 75639487056.22038; 41023698245.25965; 21084620261.00769; 12138637161.10286;
United Kingdom; uk; gbr; 2011; 247755852114.3931; 94552606477.8985; 78441489423.14066; 40873664082.85204; 21076029088.79691; 12812063041.70499;
United Kingdom; uk; gbr; 2012; 257702733653.1683; 100909122027.541; 80112787264.17589; 42900055270.49626; 21051166721.8123; 12729602369.14289;
United Kingdom; uk; gbr; 2013; 255681025235.0235; 100252496793.5689; 82158169900.03856; 41996551114.05617; 20796836143.5034; 10476971283.85644;
United Kingdom; uk; gbr; 2014; 256695094764.7956; 100117282145.4609; 82853364005.49625; 40434465471.63907; 20795509986.09465; 12494473156.10469;
United Kingdom; uk; gbr; 2015; 258310991032.9801; 103068403216.662; 81200244326.73352; 41003103327.41177; 21494991389.20196; 11544248772.97079;
United Kingdom; uk; gbr; 2016; 262207875364.9535; 103449021238.8241; 83116238254.48669; 41104501084.00688; 22041304885.43831; 12496809902.19756;
United Kingdom; uk; gbr; 2017; 262795574820.4947; 104107482753.9276; 83249686024.64484; 42208090928.40662; 21624984831.09596; 11605330282.41965;
United Kingdom; uk; gbr; 2018; 269725812613.384; 108973124595.7509; 85474252151.96248; 41153179023.69389; 21718466410.19965; 12385849955.3073;
United Kingdom; uk; gbr; 2019; 264319310595.7368; 108087398025.9148; 83482123823.33875; 40185463904.48571; 21160913715.84104; 11403411126.15655;
United Kingdom; uk; gbr; 2020; 303694791971.525; 117494294170.2627; 94347472253.66917; 49576909101.51584; 26179794330.2361; 16096322115.84122;
United Kingdom; uk; gbr; 2021; 333972774297.6316; 123425198885.9464; 106761933392.1626; 57692877394.85954; 29731189408.5125; 16361575216.1505;
United States; us; usa; 1963; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1964; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1965; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1966; 0; 0; 0; 0; 0; 0;
United States; us; usa; 1967; 48401164985.97783; 23684888864.03663; 10443740995.36497; 5672013106.52112; 4821849145.657379; 3778672874.39773;
United States; us; usa; 1968; 54380820767.05994; 26971204900.30112; 11318565221.40697; 6571428142.431643; 5006401767.144655; 4513220735.775562;
United States; us; usa; 1969; 60518239656.50494; 29422146473.43473; 13068074079.80453; 7259354644.76957; 5663280294.110141; 5105384164.38598;
United States; us; usa; 1970; 74179214351.94896; 33789713664.2002; 17460348617.70843; 9471784263.077625; 7319705878.041817; 6137661928.920877;
United States; us; usa; 1971; 87320567376.36298; 40629625745.57249; 21041596717.66649; 10801179485.89635; 8182155783.274893; 6666009643.952746;
United States; us; usa; 1972; 98746234815.32047; 44017249474.17757; 24541427027.11053; 12790359368.66253; 9737143441.747499; 7660055503.622329;
United States; us; usa; 1973; 112517285494.2797; 51271360572.50733; 28221997833.28322; 13616876074.18247; 10507561717.09149; 8899489297.215136;
United States; us; usa; 1974; 135407897066.6379; 59697692162.42618; 34429346458.63434; 17769642941.91925; 12768656559.22449; 10742558944.43368;
United States; us; usa; 1975; 164358675298.5632; 66794335357.10434; 44467483731.42083; 24475186676.12242; 16124121684.52243; 12497547849.39321;
United States; us; usa; 1976; 170746613233.1814; 71282070601.22757; 44910910055.46507; 25525722146.52343; 16262480482.01674; 12765429947.94857;
United States; us; usa; 1977; 189499139392.48; 87019664119.29895; 45599053420.90425; 23877041357.8987; 17789045734.15483; 15214334760.22327;
United States; us; usa; 1978; 194583955306.7237; 81796865228.12573; 51573359241.26714; 27061126631.00029; 18363813881.17895; 15788790325.1516;
United States; us; usa; 1979; 230662904553.6224; 101024274118.7659; 61928914240.24373; 30035122375.4132; 20560626245.98997; 17113967573.20961;
United States; us; usa; 1980; 278155850121.3516; 118159741052.9154; 74506124941.09676; 38229628210.0929; 26097113073.11998; 21163242844.12655;
United States; us; usa; 1981; 305604950210.5429; 130412058089.699; 79697006943.43034; 42933495959.75389; 28685531200.53471; 23876858017.12496;
United States; us; usa; 1982; 348308173001.1687; 141075041388.8407; 92071186611.6248; 52452363313.59892; 35357669426.06897; 27351912261.03529;
United States; us; usa; 1983; 361273581890.2218; 149388811479.4864; 94575014492.65662; 52545627344.07192; 36067164529.78346; 28696964044.22338;
United States; us; usa; 1984; 366712078500.0814; 154889058901.9196; 94124170699.5318; 49332488579.56106; 37334244778.95809; 31032115540.11075;
United States; us; usa; 1985; 384756487994.9693; 162311187928.1977; 99892109860.52055; 54167359289.54734; 37589628948.22762; 30796201968.47607;
United States; us; usa; 1986; 403749352151.1915; 170794785030.136; 103063377893.0645; 58171530506.84087; 40170884019.09653; 31548774702.0537;
United States; us; usa; 1987; 450224200400.1312; 188623436900.5169; 116844700415.315; 62976508115.82067; 45545676843.09521; 36233878125.38342;
United States; us; usa; 1988; 470932226773.2007; 198983262314.9789; 120849139947.3893; 67024242426.13866; 45767289446.01981; 38308292638.67405;
United States; us; usa; 1989; 502244670837.4199; 209979355952.5171; 129724027198.1411; 68635677891.39092; 52314507398.65391; 41591102396.71692;
United States; us; usa; 1990; 545574905822.1854; 221969397031.1514; 142988279482.8846; 79778681040.44142; 52875237786.37787; 47963310481.33008;
United States; us; usa; 1991; 593123862279.4585; 241768698029.091; 160718187745.3039; 85599320845.07262; 57672687184.23262; 47364968475.75833;
United States; us; usa; 1992; 632311883619.2438; 249416767205.3716; 174781138595.0375; 95773333399.27321; 61712261561.7121; 50628382857.84937;
United States; us; usa; 1993; 683870721901.928; 272364857757.9645; 189896243621.3452; 100450891964.9933; 65677466106.26807; 55481262451.35689;
United States; us; usa; 1994; 719933478637.8673; 284643996885.9312; 202660982497.9006; 102690633256.2052; 68836112469.30124; 61101753528.52911;
United States; us; usa; 1995; 741013144571.5649; 296099689958.3957; 206328393034.3007; 109422803720.1221; 68548720977.69592; 60613536881.05054;
United States; us; usa; 1996; 752100681592.1001; 303864033857.3305; 209560678558.6547; 109973058113.3; 68615027004.90588; 60087884057.90896;
United States; us; usa; 1997; 782673042278.366; 319705064555.7947; 216620661367.8105; 112721582413.604; 68257776126.60992; 65367957814.54686;
United States; us; usa; 1998; 784388021972.7206; 317796077984.1177; 212880048303.1227; 113712854410.0354; 72278231018.67233; 67720810256.77248;
United States; us; usa; 1999; 807739423711.9072; 332704381721.3496; 214866780914.2102; 115528982374.8832; 75961806978.28804; 68677471723.17615;
United States; us; usa; 2000; 853948183475.5162; 346418617958.6031; 233778995899.6628; 116463815003.0889; 83113981000.27878; 74172773613.88257;
United States; us; usa; 2001; 895912411586.4235; 358729771125.5109; 241686492563.5175; 125895548475.0755; 86986807128.52165; 82613792293.7979;
United States; us; usa; 2002; 950026520719.9053; 377490252441.224; 260092335546.222; 135629678273.5498; 93273848883.18282; 83540405575.72675;
United States; us; usa; 2003; 997520192965.6615; 392336695672.1288; 270136329926.3422; 145316173331.5136; 101525397968.8848; 88205596066.79207;
United States; us; usa; 2004; 1078972899056.828; 411254357791.7966; 306933987375.4722; 156560286947.8236; 105557499655.7614; 98666767285.97426;
United States; us; usa; 2005; 1130952003330.081; 436498081914.5668; 305428965842.0132; 164463711782.1796; 111845330289.8268; 112715913501.4946;
United States; us; usa; 2006; 1167454519326.116; 443765588119.0365; 321311098673.2969; 163934622595.9885; 122024851948.5784; 116418357989.2163;
United States; us; usa; 2007; 1208580668774.394; 462088011013.408; 328705922025.0812; 170619331422.1992; 125638820205.8498; 121528584107.8554;
United States; us; usa; 2008; 1346632280067.143; 503023555885.4993; 376767359445.3652; 194730018105.5967; 146800796236.7272; 125310550393.954;
United States; us; usa; 2009; 1702499493223.771; 573741256088.1958; 496351658525.6686; 267381681157.1194; 196842333966.9248; 168182563485.8627;
United States; us; usa; 2010; 1701614858300.337; 551930970116.4507; 507716044113.3549; 276067868589.5009; 193585791057.3228; 172314184423.708;
United States; us; usa; 2011; 1684574090038.829; 577723461065.0811; 502686074561.1217; 264440616416.0219; 182314023027.4362; 157409914969.1684;
United States; us; usa; 2012; 1711935965879.497; 600947872446.8785; 508068908717.8593; 263593662095.1796; 186650222102.9891; 152675300516.59;
United States; us; usa; 2013; 1733694789125.729; 607054075919.692; 518183724909.2989; 261260506274.3871; 180508279315.7304; 166688202706.621;
United States; us; usa; 2014; 1803590610566.877; 594710854597.603; 538717439771.3908; 278077465077.519; 200842536151.0499; 191242314969.3142;
United States; us; usa; 2015; 1863592945385.796; 622898771841.6233; 547611552393.7159; 284232818057.5517; 211052188572.0084; 197797614520.8964;
United States; us; usa; 2016; 1915700568595.354; 639310344064.2292; 569084315424.7616; 288617808220.1068; 216070740623.2463; 202617360263.0096;
United States; us; usa; 2017; 1979912701630.208; 652567380769.1322; 558504066516.472; 321734897800.4342; 225758270118.7739; 221348086425.3961;
United States; us; usa; 2018; 2008905822032.105; 696836236240.9152; 580993650382.1451; 301283916874.6856; 218196776289.3995; 211595242244.9599;
United States; us; usa; 2019; 2179010023512.924; 747806528813.5433; 590142403452.6942; 356990126932.8069; 257836036040.3813; 226234928273.498;
United States; us; usa; 2020; 3232729014134.883; 868810917554.4579; 914973794863.0052; 619190085001.3359; 490817415622.8012; 338936801093.2827;
United States; us; usa; 2021; 3432270617129.736; 902935555087.0472; 970382605558.845; 674881436871.9934; 543019405306.5844; 341051614305.2664;
United States; us; usa; 2022; 2457970249869.31; 832590086972.5396; 723871966016.394; 378270499176.198; 280495512852.4483; 242742184851.7303;
United States; us; usa; 2023; 2656106826216.43; 892710928588.3885; 740907214713.889; 414328723636.4351; 309860737492.0749; 298299221785.642;
Uruguay; uy; ury; 2004; 64317075415.07131; 25859835695.89804; 12790153500.28538; 9135266201.681803; 8747085311.515266; 7784734705.690822;
Uruguay; uy; ury; 2005; 69812383228.12398; 28298165832.97811; 14813635870.91126; 9877592038.349762; 8923287155.526115; 7899702330.358724;
Uruguay; uy; ury; 2006; 72590517122.3033; 28308315971.49628; 15588781287.57625; 11365843857.30572; 9019947802.088999; 8307628203.83605;
Uruguay; uy; ury; 2007; 73801366926.49461; 30837538734.16018; 16564664333.08042; 10601810382.13187; 8033450790.379227; 7763902686.74292;
Uruguay; uy; ury; 2008; 82235103018.81262; 34520557623.65808; 16846942068.77483; 12154822059.36975; 9927009968.077881; 8785771298.932079;
Uruguay; uy; ury; 2009; 97493382504.11101; 40319901118.4739; 20631107514.27573; 15261390941.05111; 11448629378.12131; 9832353552.188965;
Uruguay; uy; ury; 2010; 122729497543.2829; 50787259451.62622; 25861876827.84813; 18762213957.16266; 14881598609.64166; 12436548697.00427;
Uruguay; uy; ury; 2011; 135729815618.1746; 54644130848.79224; 30127656540.96184; 22104483786.94534; 15745155662.0708; 13108388779.40442;
Uruguay; uy; ury; 2012; 150024031706.838; 61752554485.51025; 34146716216.37449; 23333585065.66424; 16835253627.81354; 13955922311.47546;
Uruguay; uy; ury; 2013; 172762499948.1523; 72480636532.50317; 37608634461.06845; 26062167154.09998; 19434675131.47217; 17176386669.00854;
Uruguay; uy; ury; 2014; 191748310444.9524; 79932096375.02612; 44018054847.24573; 29567285261.76147; 20536850238.60815; 17694023722.31091;
Uruguay; uy; ury; 2015; 220134998802.2318; 93235517086.75861; 48691396082.01465; 34099486957.32007; 24182776541.05005; 19925822135.08838;
Uruguay; uy; ury; 2016; 245028303466.8503; 103808672217.48; 54752660504.31299; 37588147536.0387; 25881012118.77759; 22997811090.24098;
Uruguay; uy; ury; 2017; 273075977912.5677; 115820889079.2073; 62516131913.98547; 41306793702.4082; 28850382889.35852; 24581780327.60819;
Uruguay; uy; ury; 2018; 296722789235.1064; 125758080152.0557; 66948948912.75745; 43725016416.92427; 34135471047.79504; 26155272705.57397;
Uruguay; uy; ury; 2019; 329543791563.1781; 139412830599.7666; 73016097413.15552; 51462728402.59863; 35996993851.93103; 29655141295.72632;
Uruguay; uy; ury; 2022; 422005574859.8911; 183967486107.2461; 90335767687.13916; 64853761092.11768; 45925580890.84131; 36922979082.54688;
