cname; iso2; iso3; year; ehipubsocq0; ehipubsocq1; ehipubsocq2; ehipubsocq3; ehipubsocq4; ehipubsocq5;
Germany; de; deu; 1999; 124481753444.9003; 16672546277.24766; 31605858801.62014; 38183700358.68444; 23923584057.35534; 14096063949.99273;
Germany; de; deu; 2000; 131333451155.8551; 17461533692.68105; 31127028327.28465; 40428659444.20422; 27007301479.39531; 15308928212.28985;
Germany; de; deu; 2001; 136783021145.2061; 18488171920.32544; 31035651899.49842; 42641353693.16176; 29304497777.05058; 15313345855.16992;
Germany; de; deu; 2002; 150367311195.3149; 21052966246.27538; 32981681629.62179; 46276697126.78802; 32751093716.8592; 17304872475.77056;
Germany; de; deu; 2003; 155410039910.6719; 21095420571.1016; 33276934184.59052; 46798512956.82739; 34976389002.21375; 19262783195.93861;
Germany; de; deu; 2004; 156965590090.8765; 21877862049.92446; 36248320237.31351; 46279719998.3209; 33745395324.36004; 18814292480.95757;
Germany; de; deu; 2005; 162441482980.4059; 26743329587.50055; 34952657227.70274; 45706071031.97868; 34725149688.93955; 20314275444.28442;
Germany; de; deu; 2006; 164355268562.6387; 26671474953.35831; 36258418942.95511; 48422778929.21635; 33295462414.99487; 19707133322.11408;
Germany; de; deu; 2007; 153432828531.2638; 23985208172.60738; 32378691991.67491; 43459138849.74124; 33567566413.50304; 20042223103.73724;
Germany; de; deu; 2008; 145409444812.5525; 21316502411.48555; 28871206787.03; 43409636399.7374; 31047304971.8316; 20764794242.46791;
Germany; de; deu; 2009; 149195041537.3045; 22652158213.96906; 35262376410.7987; 40604080873.38969; 29506609609.92081; 21169816429.22624;
Germany; de; deu; 2010; 155833157631.9054; 23683337843.17028; 38786078907.79775; 40871195854.59624; 31738723127.30924; 20753821899.03188;
Germany; de; deu; 2011; 149782451243.6077; 22621711551.94381; 35922870204.87429; 42202003519.80972; 29354920616.29844; 19680945350.68149;
Germany; de; deu; 2012; 154014459193.6026; 28583701788.69299; 37335375124.16228; 39721386431.81732; 29257282099.43361; 19116713749.49642;
Germany; de; deu; 2013; 157334863327.583; 27911334133.34789; 38119245204.39729; 42359193012.51562; 29363298455.12697; 19581792522.19524;
Germany; de; deu; 2014; 154964563605.1727; 28172561230.3571; 38656972110.16213; 39368907635.65238; 29028271952.12521; 19737850676.87592;
Germany; de; deu; 2015; 159084468893.4164; 29126658404.43854; 38220881671.836; 40709267055.79044; 30566877785.42778; 20460783975.92364;
Germany; de; deu; 2016; 161573449519.1386; 32231613547.64563; 38001121269.42066; 40502158544.30433; 29569421789.11224; 21269134368.65574;
Germany; de; deu; 2017; 166353470979.9373; 33484622079.8812; 35678567856.24142; 43713565263.26466; 32763573181.56894; 20713142598.98109;
Germany; de; deu; 2018; 169980745492.8947; 33752417882.82631; 37688497904.79993; 43910888508.45438; 33032400726.01403; 21596540470.80008;
Germany; de; deu; 2019; 173903134481.2032; 35034197011.58421; 35386033732.56001; 45405394088.5573; 34419916685.02721; 23657592963.47447;
Germany; de; deu; 2020; 196238403066.1026; 36365794716.87571; 40105479089.0826; 53424558468.868; 37757469484.04913; 28585101307.22716;
Georgia; ge; geo; 2009; 215588523.8364731; 66932797.70128602; 56318890.14708839; 24468809.37529288; 24701756.50988716; 21288012.42353799;
Georgia; ge; geo; 2010; 229990782.9461211; 78036026.82917175; 58039367.50831201; 38697743.29273646; 24832131.48389215; 18564286.54051497;
Georgia; ge; geo; 2011; 244325350.293128; 101894206.6194158; 64447412.23947486; 34126909.5053833; 26570302.88829781; 13397887.91304779;
Georgia; ge; geo; 2012; 243008764.8719998; 95319609.36443232; 68414915.12458415; 45154236.76114099; 17810240.51715006; 13468612.82509386;
Georgia; ge; geo; 2013; 317005793.9085403; 139149229.5658326; 88109748.06059542; 40229510.94899165; 28137655.58987978; 16177584.81789707;
Georgia; ge; geo; 2014; 469424282.0967011; 245818857.0177815; 117832232.2292698; 44752408.52200183; 33733808.74535941; 23944592.34579595;
Georgia; ge; geo; 2015; 467087015.0999457; 195499096.4941975; 112507672.3192298; 63682973.25937449; 38426710.26293954; 43563942.76664264;
Georgia; ge; geo; 2016; 484663628.6168627; 197482594.5373429; 85307292.23528983; 51801512.61083598; 55850110.42016018; 84624495.74931027;
Georgia; ge; geo; 2017; 544234049.0471485; 196410570.2247682; 134449659.2144937; 74325882.34694257; 68626307.17615974; 70092875.32562205;
Georgia; ge; geo; 2018; 592340116.935732; 226813860.2328649; 150352101.3779011; 50354511.61252452; 52160231.81140501; 111014677.2621751;
Georgia; ge; geo; 2019; 515676676.2872195; 221401985.1110996; 123261142.8600337; 55790185.32754029; 65701987.76665496; 33760854.03203879;
Georgia; ge; geo; 2020; 493540796.3699996; 197670903.5955876; 137117647.775814; 52738815.01846639; 57837654.33481426; 47120287.8852279;
Georgia; ge; geo; 2021; 525751513.5099436; 197745843.7094724; 144276218.1221742; 75479380.7577237; 48537971.32087011; 52920466.54490055;
Georgia; ge; geo; 2022; 541901675.591325; 205896510.3217255; 170178858.6049507; 66310342.06337257; 51491817.20398898; 44678679.27945009;
Greece; gr; grc; 1995; 803059255.6497692; 105994513.4092881; 231372410.1746992; 217608754.6684005; 158597572.0099801; 84610061.63623938;
Greece; gr; grc; 2000; 1398116407.025453; 208670122.5131872; 287030554.0163999; 376134733.0053002; 313750678.5601822; 212530318.9303839;
Greece; gr; grc; 2002; 2111640780.942428; 264305806.5958417; 534147328.2353339; 534290390.9998839; 430196597.8093184; 348700657.3020501;
Greece; gr; grc; 2003; 1943311500.627555; 371425843.3585837; 440290374.89689; 413805102.0893528; 394310169.6309429; 323480010.6517858;
Greece; gr; grc; 2004; 2233955411.676667; 407315672.7815156; 615012418.0591732; 480468893.3974081; 448200563.5076433; 282957863.9309267;
Greece; gr; grc; 2005; 2493638886.368711; 505627882.0691302; 749680812.5224726; 517354239.9580575; 426678012.6405715; 294297939.1784798;
Greece; gr; grc; 2006; 2775744865.32351; 608177560.0704249; 694089870.4118924; 692616509.4134306; 504504477.0452107; 255145206.867879;
Greece; gr; grc; 2007; 2881666032.049692; 594668975.7840661; 723788632.2083646; 694097505.0600785; 502877235.4805607; 347292692.1176605;
Greece; gr; grc; 2008; 3367216368.793486; 712077133.1842805; 699360632.668924; 829222530.7618641; 625842379.2951145; 445892434.7503011;
Greece; gr; grc; 2009; 4296970648.787386; 1009760978.203734; 954154478.7629819; 1018499513.957405; 845602740.5318859; 446658530.7273181;
Greece; gr; grc; 2010; 4651080088.156386; 984949034.1283257; 962633240.1782546; 935418708.2286805; 984063791.4248095; 671787621.132989;
Greece; gr; grc; 2011; 4228499896.377456; 783658525.5667105; 958731081.9880066; 899436497.8323499; 963565776.8562844; 539359077.8455606;
Greece; gr; grc; 2012; 4201446771.213763; 947720075.4322594; 646841635.923916; 944610572.6962585; 906743160.8777142; 661415338.4858979;
Greece; gr; grc; 2013; 2957738355.536702; 657477602.9006248; 538925282.9648839; 682540018.1479353; 651582230.9973334; 412769341.295696;
Greece; gr; grc; 2014; 2476476123.023228; 415179750.5455418; 524710230.3053628; 652117385.9034156; 517401836.1642819; 355246511.4535084;
Greece; gr; grc; 2015; 2357338383.587862; 511326471.0972775; 490328781.1369641; 671187713.3910879; 414683776.1382936; 245397670.3456571;
Greece; gr; grc; 2016; 2367582836.867226; 423981830.1008565; 537778890.4781629; 643449603.5111537; 536568922.920351; 225803589.8567016;
Greece; gr; grc; 2017; 2763532758.739386; 476101547.0393153; 639614649.2893786; 734849170.0040089; 606885830.0082495; 282207518.6476607;
Greece; gr; grc; 2018; 4556961023.465386; 599980444.9426991; 1111791604.271891; 1430449990.301965; 920271948.8655859; 457382645.9420946;
Greece; gr; grc; 2019; 4560078991.084486; 520729724.7343047; 1090187162.826445; 1470785571.101567; 968784379.2661792; 500371197.0935233;
Greece; gr; grc; 2020; 7679384271.176978; 607466620.2009089; 1352501071.287578; 2474510815.80431; 2039036777.07178; 1145899670.151508;
Greece; gr; grc; 2021; 5244332736.17422; 477861835.7837886; 1067548250.256668; 1694104139.232967; 1180785482.919992; 798420766.3439325;
Hungary; hu; hun; 1991; 269788655435.8395; 17448592095.39574; 57990040139.74609; 80309650476.59146; 68990909508.12544; 45049463215.98075;
Hungary; hu; hun; 1994; 354396480436.1502; 26720864846.31604; 57996926327.14773; 117911424393.7408; 89332648931.60789; 60405482995.90511;
Hungary; hu; hun; 1999; 591558123415.5931; 48307572008.6372; 101962259396.974; 208718585714.4874; 126901715938.6502; 100034355823.5392;
Hungary; hu; hun; 2005; 1049687962727.048; 106879088778.2339; 123066487090.7477; 379229302107.827; 236437322858.2561; 178252599956.9046;
Hungary; hu; hun; 2007; 1345093022487.553; 142148027997.5619; 173888088388.6258; 465319477872.5786; 331870874154.0859; 187349023072.5518;
Hungary; hu; hun; 2009; 1434659773242.775; 228035778607.0809; 138161873934.8983; 510088816931.5231; 329027179361.382; 180431126610.868;
Hungary; hu; hun; 2012; 1422310652206.376; 213347346934.3395; 145403031639.9622; 587019706164.1855; 297497458250.2922; 153748005172.2282;
Hungary; hu; hun; 2015; 1707294165719.48; 128850635995.7872; 401561523625.9471; 604374761073.6259; 360874774987.832; 211632470036.288;
Ireland; ie; irl; 1987; 4136204768.581553; 1364631313.242889; 1214736119.860168; 713302692.6657791; 553561724.593811; 289972918.218905;
Ireland; ie; irl; 1994; 4733520652.138527; 1584856052.355436; 1347602555.829353; 1040263857.11362; 502978265.7584366; 231698166.5355004;
Ireland; ie; irl; 1995; 4537177487.94539; 1266881303.308839; 1303912533.225425; 1222950834.227676; 427101016.5594975; 271688588.1197052;
Ireland; ie; irl; 1996; 5075704402.046755; 1302817388.51704; 1806848811.94198; 1028301241.839064; 591629414.4547055; 331794338.0635084;
Ireland; ie; irl; 2000; 4636853647.214281; 784733872.1300981; 1383236465.944363; 1246584030.4199; 698905003.8387575; 436686008.9982535;
Ireland; ie; irl; 2002; 11633376824.89999; 2494963360.487319; 2992362264.25048; 2778658358.64419; 2154562867.283168; 1212829974.234835;
Ireland; ie; irl; 2003; 12914937502.28934; 3333918787.201305; 2922288611.357414; 3125890747.928854; 2085106035.350901; 1447733320.450861;
Ireland; ie; irl; 2004; 14157813435.29943; 3821232582.956156; 3368798525.710668; 3227014452.060978; 2296027228.376902; 1444740646.194729;
Ireland; ie; irl; 2005; 15607412565.72542; 3830967169.485281; 4562191785.803248; 3542539485.571016; 2356682522.281229; 1315031602.584643;
Ireland; ie; irl; 2006; 19510055461.88911; 4015866045.990053; 6383527842.706551; 4234291729.859465; 2997191538.561282; 1879178304.771761;
Ireland; ie; irl; 2007; 22420776920.33896; 5316224359.85337; 6432150949.320783; 5369974299.746205; 3354717342.074986; 1947709969.343617;
Ireland; ie; irl; 2008; 25622953667.36566; 7720474025.984888; 5529399804.705014; 6338603779.751359; 3648453013.864625; 2386023043.059776;
Ireland; ie; irl; 2009; 26664531771.34437; 8913648994.082321; 4269076453.766245; 6993998446.053042; 3738787771.581433; 2749020105.861327;
Ireland; ie; irl; 2010; 25920546709.51542; 8600872452.255148; 4228174073.86337; 7298545046.302679; 3838442532.351652; 1954512604.742568;
Ireland; ie; irl; 2011; 25226426873.60096; 8166829993.136869; 4324110936.214827; 6807387915.583306; 3856354597.73345; 2071743430.932509;
Ireland; ie; irl; 2012; 25044565778.49621; 8801142336.962036; 3910552479.799598; 6781266492.206265; 3584556022.989924; 1967048446.53839;
Ireland; ie; irl; 2013; 23541966532.28103; 8018435248.572241; 4346468361.902966; 6210641208.344017; 3157970220.909579; 1808451492.552229;
Ireland; ie; irl; 2014; 23272017748.18338; 7394498727.513485; 4588418117.783244; 6149538087.041073; 2954501380.386328; 2185061435.459253;
Ireland; ie; irl; 2015; 23142366335.49985; 6685586179.520378; 4612025779.766355; 6471103731.145434; 3234336677.720651; 2139313967.347033;
Ireland; ie; irl; 2016; 21811806887.31898; 5680301939.57254; 5518365850.324601; 5623726129.493811; 2942324889.860953; 2047088078.067079;
Ireland; ie; irl; 2017; 21952771099.74183; 5310321208.706829; 6061640666.638565; 5788289577.04225; 2670424940.291665; 2122094707.062525;
Ireland; ie; irl; 2018; 23759988648.89708; 5159939750.33232; 8006313397.002003; 5430041878.111401; 3233347800.302292; 1930345823.149065;
Ireland; ie; irl; 2019; 23032603784.40156; 4897255174.743749; 7943200352.460697; 5574345645.098399; 2562801206.036784; 2055001406.061935;
Ireland; ie; irl; 2020; 29674089658.81768; 5041788569.359913; 8899280309.531347; 7989788075.640306; 4586568542.339606; 3156664161.946505;
Ireland; ie; irl; 2021; 27283080694.3405; 4544450632.840818; 9610071328.133076; 6713282419.117686; 3880676733.160911; 2534599581.088012;
Israel; il; isr; 1979; 3269800.048247991; 858113.4822486514; 929871.258762451; 574205.4682816782; 508652.6604284163; 398957.1785267935;
Israel; il; isr; 1986; 2761315953.199838; 983882478.0563687; 713798146.3143805; 456826622.4842611; 369487830.0609808; 237320876.2838465;
Israel; il; isr; 1992; 11142472846.27155; 4958361626.891596; 2509428855.72551; 1776011178.168662; 1164711847.379589; 733959338.1061904;
Israel; il; isr; 1997; 25876823553.04719; 8908524736.822878; 6971873831.960453; 4409508708.480562; 3055452812.082882; 2531463463.700418;
Israel; il; isr; 2001; 38647705438.94614; 14664855037.74312; 10083845187.10739; 5898399289.231293; 4386837354.253429; 3613768570.610913;
Israel; il; isr; 2002; 37668116428.52858; 15252910519.74637; 9211314794.896912; 5690209286.889295; 4387278409.703717; 3126403417.292289;
Israel; il; isr; 2003; 33598617830.19207; 13019053457.42502; 8886214227.295391; 5192665908.500677; 3604094192.41054; 2896590044.560449;
Israel; il; isr; 2004; 28682194894.52502; 10611900049.56588; 8034012341.732446; 5005055984.48593; 2965962471.869235; 2065264046.871524;
Israel; il; isr; 2005; 27677809953.81566; 10811577700.06486; 7070894069.081403; 4491314096.46324; 2803701839.606483; 2500322248.59968;
Israel; il; isr; 2006; 29414378857.60546; 11032192458.27032; 7472708174.832599; 4791459941.932372; 3250226760.443095; 2867791522.127069;
Israel; il; isr; 2007; 30292849247.74625; 11450758772.83846; 7461394868.610418; 4393598160.574306; 3547521411.878687; 3439576033.844375;
Israel; il; isr; 2008; 31334090476.94637; 11671747515.68521; 7667788601.879727; 5252597655.819778; 3256413293.609505; 3485543409.952151;
Israel; il; isr; 2009; 34441081353.56419; 11999461141.14669; 9298524919.65152; 4984317021.652605; 4641266812.923221; 3517511458.190156;
Israel; il; isr; 2010; 36984795771.62325; 12835261883.82437; 9416813035.281757; 6367801338.776884; 4637553095.586563; 3727366418.153672;
Israel; il; isr; 2011; 40278519088.77766; 14215558283.65878; 11011714524.86026; 6707917665.760456; 4464954979.137575; 3878373635.360595;
Israel; il; isr; 2012; 38116351664.09525; 11955210655.70564; 10159195265.23689; 6774675843.257037; 5185453210.165513; 4041816689.730152;
Israel; il; isr; 2013; 34517025287.97406; 10496352563.28883; 8232847297.986259; 5717531458.938627; 5264399586.905272; 4805894380.855076;
Israel; il; isr; 2014; 32700264816.20275; 10082828103.39961; 7871501199.881076; 5820359651.963177; 5208616593.711055; 3716959267.247836;
Israel; il; isr; 2015; 33441420117.6142; 9779613013.499311; 8657167670.570852; 5404065352.175535; 5553314980.060586; 4047259101.307918;
Israel; il; isr; 2016; 37294186175.31939; 11398988852.05601; 9107746988.696173; 7103558241.530566; 5469171844.025983; 4214720249.010659;
Israel; il; isr; 2017; 37253768352.87258; 11018692748.74973; 9471029373.10993; 6176183797.70158; 5351939230.722242; 5235923202.589096;
Israel; il; isr; 2018; 38409585093.44708; 11356609775.32044; 9516300614.231936; 6966171894.224483; 5308795884.375795; 5261706925.294435;
Israel; il; isr; 2019; 38960687525.63741; 11102332954.65834; 9389201781.702148; 8343236893.718168; 6022351094.337621; 4103564801.221123;
Israel; il; isr; 2020; 98140439199.69695; 21470010284.74634; 27452919100.21648; 20362652688.0334; 15666776593.28497; 13188080533.41575;
Israel; il; isr; 2021; 77870078316.44498; 18920836638.79736; 20093893787.03375; 14927356954.22997; 12174337899.89405; 11753653036.48983;
Italy; it; ita; 1977; 0; 0; 0; 0; 0; 0;
Italy; it; ita; 1978; 0; 0; 0; 0; 0; 0;
Italy; it; ita; 1979; 437460729.2410687; 41370234.51422387; 176657916.8739975; 86220952.11385021; 90037765.34566696; 43173860.39333013;
Italy; it; ita; 1980; 373036789.0500976; 78948692.96873508; 113018586.0737202; 125271704.3094554; 29017324.03861973; 26780481.65956722;
Italy; it; ita; 1981; 1232346795.498247; 110011889.373547; 434950792.1372812; 348831818.5516027; 157447028.1127244; 181105267.3230919;
Italy; it; ita; 1982; 944959489.3052201; 64537744.4065837; 430612959.6737201; 226392442.2989042; 119964434.0514085; 103451908.8746037;
Italy; it; ita; 1983; 1323813061.634798; 327062464.8991897; 537436390.0765535; 185620155.627715; 163782890.4818587; 109911160.549481;
Italy; it; ita; 1984; 1434577272.625697; 180274976.4965112; 484943179.709826; 395733691.6106684; 351871598.6995583; 21753826.1091333;
Italy; it; ita; 1986; 2296560240.297606; 717873316.7874655; 628035870.5272378; 556180818.3581824; 276046232.2091199; 118424002.4156009;
Italy; it; ita; 1987; 1258490008.326615; 350757129.520698; 486645382.9277186; 254747833.5104743; 143468411.3287886; 22871251.0389351;
Italy; it; ita; 1989; 949043996.4708759; 246451643.1398504; 306924485.275796; 185352693.809149; 185026167.953087; 25289006.29299361;
Italy; it; ita; 1991; 1333445336.190205; 417019261.7788633; 362732049.7676441; 398620064.511143; 83173706.35013299; 71900253.7824216;
Italy; it; ita; 1993; 2359994145.005596; 576887362.2814456; 838660501.126286; 359376435.566915; 475514928.085705; 109554917.9452439;
Italy; it; ita; 1995; 4753858453.159392; 620964610.7003927; 2109029676.969417; 921657973.2422071; 733058037.1285943; 369148155.1187818;
Italy; it; ita; 1998; 3004137678.154045; 575531536.6912233; 985338106.3893806; 940813916.7962111; 147192379.8479764; 355261738.4292536;
Italy; it; ita; 2000; 4240974871.012515; 299277930.3995261; 1866043144.410066; 895763069.3816888; 762641160.6805935; 417249566.1406398;
Italy; it; ita; 2002; 4410683702.148765; 571924766.7023894; 870484530.4828817; 1952469411.620512; 586260110.0985597; 429544883.2444212;
Italy; it; ita; 2004; 4814938552.764886; 983685823.976727; 1736427617.324049; 947603820.0592146; 872171796.896595; 275049494.5083008;
Italy; it; ita; 2006; 4795503433.199924; 1101180574.369879; 1651097836.774765; 1008477056.897319; 650306732.5259334; 384441232.6320285;
Italy; it; ita; 2008; 4466958413.896506; 516084635.7136908; 1829017173.961331; 1041828056.575539; 857851156.2379138; 222177391.4080316;
Italy; it; ita; 2010; 8045366307.761006; 1226868743.564631; 2727186844.90695; 2597828768.118958; 941242435.902483; 552239515.267984;
Italy; it; ita; 2012; 10316186955.19385; 1716293293.665275; 2828795658.727842; 3102189201.482067; 1745965046.61174; 922943754.7069222;
Italy; it; ita; 2014; 10175291593.14634; 1606293727.69951; 2632061905.561736; 2728809972.514359; 2030315171.592128; 1177810815.778605;
Italy; it; ita; 2016; 7348362584.981028; 1692890057.790239; 2029801751.559817; 1966998822.053547; 1219598909.343738; 439073044.2336862;
Italy; it; ita; 2020; 31571781454.12085; 8271155885.455016; 5569459146.534896; 7193145298.223567; 5985243284.837898; 4552777839.069472;
Japan; jp; jpn; 2008; 3392092415250.519; 872650170087.0956; 684947356263.5458; 579868810915.3351; 648034177211.8315; 606591900772.7109;
Japan; jp; jpn; 2009; 3797797942205.19; 992511238389.6967; 797854785373.8796; 758406340556.6024; 610050715455.8645; 638974862429.1466;
Japan; jp; jpn; 2010; 5290161918623.611; 1118441961044.648; 1122813705108.247; 1199275253631.516; 1050421515433.234; 799209483405.9657;
Japan; jp; jpn; 2011; 5450848495725.551; 1051934150421.836; 1153642212903.658; 1291221929015.899; 1165582941551.549; 788467261832.6091;
Japan; jp; jpn; 2012; 4996445385191.388; 1018227782092.044; 1197953098078.374; 1084254523618.543; 1066210248138.032; 629799733264.3958;
Japan; jp; jpn; 2013; 5409432947606.113; 1450563624082.713; 1058247223154.843; 1301932214519.085; 864960853705.2006; 733729032144.2719;
Japan; jp; jpn; 2014; 5197575406895.805; 1112836468810.035; 1160565396125.747; 1212144651544.272; 835880155123.6212; 876148735292.129;
Japan; jp; jpn; 2015; 4980573778251.374; 1275266775802.173; 1165851457832.353; 1117008600532.13; 925921861445.6982; 496525082639.0195;
Japan; jp; jpn; 2016; 5060874658162.687; 1207777731339.123; 961779347962.3413; 1112234110114.186; 1211514497283.143; 567568971463.8936;
Japan; jp; jpn; 2017; 4938847801859.153; 1167913891818.949; 919620363437.5449; 1191105822098.768; 1155017194133.063; 505190530370.8293;
Japan; jp; jpn; 2018; 4597683662975.347; 748165318277.2455; 953315193605.8926; 1161575433937.109; 1125851445099.694; 608776272055.4048;
Japan; jp; jpn; 2019; 4594727960193.501; 696153715975.8116; 788330031496.2249; 1182070734754.699; 1329463399994.89; 598710077971.8762;
Japan; jp; jpn; 2020; 4859996194928.284; 786289763161.3534; 917224520378.2864; 1024157847003.662; 1280844457754.999; 851479606629.9829;
Lithuania; lt; ltu; 2009; 2509734157.144259; 171310292.4570685; 592075878.1133984; 637366684.2500293; 602180890.8600484; 506800411.4637145;
Lithuania; lt; ltu; 2010; 2036522065.218135; 250345667.2056346; 301697500.1481566; 654074282.8484895; 483806780.3096913; 346597834.7061632;
Lithuania; lt; ltu; 2011; 2023239882.750755; 207172634.3066129; 386768912.7971657; 658684248.9556822; 456349307.469788; 314264779.2215061;
Lithuania; lt; ltu; 2012; 1984336353.40203; 188123462.826668; 463388290.4232625; 594812391.7376503; 395225474.1085081; 342786734.3059407;
Lithuania; lt; ltu; 2013; 1836850721.662221; 150269775.0175122; 346708905.7145225; 552932713.9499524; 417889732.4150259; 369049594.5652086;
Lithuania; lt; ltu; 2014; 1874178149.280942; 161719220.9872986; 400705280.373239; 484089336.439217; 384757659.2518446; 442906652.2293426;
Lithuania; lt; ltu; 2015; 2011015038.19701; 147188811.1072684; 432437949.1706489; 546599501.2809992; 509953076.8564097; 374835699.7816835;
Lithuania; lt; ltu; 2016; 1954207605.157938; 144180070.3174035; 414749941.9431782; 524033251.4310545; 422831685.7811499; 448412655.6851519;
Lithuania; lt; ltu; 2017; 2259653333.171618; 146125657.550333; 496532744.9112402; 523170969.2418866; 576321253.5753351; 517502707.8928235;
Lithuania; lt; ltu; 2018; 3063581939.600083; 175390978.6034954; 618665995.5078732; 817686087.9875846; 723485842.8738993; 728353034.6272309;
Lithuania; lt; ltu; 2019; 3350413380.338166; 181479813.4331079; 729821636.3052641; 872038957.630181; 878169971.8326964; 688903001.1369164;
Lithuania; lt; ltu; 2020; 4426751930.666232; 267078011.6864136; 887364062.7480767; 1259167206.225465; 1092440882.086414; 920701767.9198623;
Lithuania; lt; ltu; 2021; 4486090481.775837; 236066904.2858371; 1135659490.344577; 1147756369.796794; 1068767196.284487; 897840521.0641421;
Luxembourg; lu; lux; 1986; 267228962.0573196; 24275654.99337769; 93397013.03875732; 63747584.18945313; 47335135.17877197; 38473574.65695953;
Luxembourg; lu; lux; 1987; 275343223.0750809; 21536401.60279846; 99546019.91636658; 68287662.66510773; 49547790.33270264; 36425348.55810547;
Luxembourg; lu; lux; 1985; 212658632.7144508; 13611621.70960999; 73605290.36203003; 53922508.00978088; 42306673.96936417; 29212538.66366577;
Luxembourg; lu; lux; 1988; 302369793.8443203; 18054356.1887207; 88687957.05657959; 83257571.89278984; 56455290.94490814; 55914617.76132202;
Luxembourg; lu; lux; 1989; 326270943.505682; 20397385.41852951; 94384572.02090454; 103873406.6458683; 61337717.45123291; 46277861.96914673;
Luxembourg; lu; lux; 1990; 398147269.0507603; 24850031.36546516; 136445621.9020996; 112645508.3598633; 77006254.31608582; 47199853.1072464;
Luxembourg; lu; lux; 1991; 439303842.7449379; 25644228.74560928; 131318034.2763062; 138534290.032547; 86877887.13938904; 56929402.55108643;
Luxembourg; lu; lux; 1992; 553101949.8157883; 22657379.34129333; 161386034.6322174; 169522092.4130707; 113430929.6353226; 86105513.79388428;
Luxembourg; lu; lux; 1993; 646329347.1826401; 50280181.143013; 163664278.4785614; 212969829.1317444; 128560870.607666; 90854187.82165527;
Luxembourg; lu; lux; 1994; 576533046.4333611; 60771089.2192688; 130868886.1560631; 169618535.6163635; 134498488.6203766; 80776046.82128906;
Luxembourg; lu; lux; 1995; 671729767.930069; 47958460.3767395; 180429274.8590393; 204734876.7129822; 148324560.9891205; 90282594.9921875;
Luxembourg; lu; lux; 1996; 699727951.4465981; 59525475.88806152; 205422922.1579437; 188521095.0482788; 153588210.9134216; 92670247.43889236;
Luxembourg; lu; lux; 1997; 739273233.6218719; 70190012.51809692; 224276472.9054108; 191791299.9210892; 160644391.679924; 92371056.59735107;
Luxembourg; lu; lux; 1998; 821914195.9665527; 74121393.41558838; 269416578.1813354; 211344779.7944336; 160970668.3783569; 106060776.1968384;
Luxembourg; lu; lux; 1999; 959401164.2175903; 75290151.49411011; 282828072.1793823; 266166001.3447266; 209153173.8763733; 125963765.322998;
Luxembourg; lu; lux; 2000; 995209602.3288498; 70413294.57650757; 292077734.492981; 269362086.2512207; 223273781.9847412; 140082705.0233994;
Luxembourg; lu; lux; 2001; 1023790377.50592; 67453354.34127808; 306164551.5293579; 282325368.6419067; 222937621.3670044; 144909481.6263733;
Luxembourg; lu; lux; 2002; 1252535027.337045; 96767762.3153943; 426875088.2785349; 342998495.9915547; 226934145.5936266; 158959535.1579345;
Luxembourg; lu; lux; 2003; 1234072688.001914; 88364156.42769325; 380988766.9623861; 340154473.1205569; 252272593.3600407; 172292698.131237;
Luxembourg; lu; lux; 2004; 1398511227.793808; 98727532.52823991; 420567135.0003116; 404317916.8298146; 268862410.9776516; 206036232.4577904;
Luxembourg; lu; lux; 2005; 1347803032.823357; 109877958.9563645; 381038519.880602; 372599264.747578; 285356920.4817277; 198930368.7570853;
Luxembourg; lu; lux; 2006; 1484112914.867084; 125760266.0637705; 418255830.6272229; 413301476.8931699; 303943473.7153212; 222851867.5675998;
Luxembourg; lu; lux; 2007; 1541611115.349118; 104731057.7141993; 506198732.0716053; 376625870.1967638; 342514500.8903919; 211540954.4761575;
Luxembourg; lu; lux; 2008; 1800439793.890434; 148378093.4816192; 577480271.1153275; 437263092.729616; 424043566.7931215; 213274769.7707497;
Luxembourg; lu; lux; 2009; 2080707227.803158; 202577574.551505; 675901945.9962645; 498608129.5880079; 424907356.8595231; 278712220.8078575;
Luxembourg; lu; lux; 2010; 1991091059.130936; 208264712.9578868; 662261343.2458389; 476904469.5720632; 382168518.840963; 261492014.5141839;
Luxembourg; lu; lux; 2011; 2140434946.997489; 234170645.6786496; 725774732.3085551; 565303571.8904976; 374211191.5939839; 240974805.5258029;
Luxembourg; lu; lux; 2012; 2137074265.168511; 244830584.9934452; 710137481.2573748; 560751422.6522382; 384110705.2335132; 237244071.0319394;
Luxembourg; lu; lux; 2013; 2118971892.885863; 232055338.1766036; 725919724.8046716; 499610418.1495872; 401798014.9685599; 259588396.7864406;
Luxembourg; lu; lux; 2014; 1891703902.64253; 205471955.7091491; 521873424.879269; 481674799.3895048; 419106100.3923264; 263577622.2722811;
Luxembourg; lu; lux; 2015; 2155955264.718891; 163693721.3055691; 654699717.0209522; 553225828.1841102; 447491502.4826692; 336844495.7255901;
Luxembourg; lu; lux; 2016; 2290670053.927695; 153029348.1905955; 626111847.6408166; 646364588.4206407; 539108920.7460294; 326055348.9296127;
Luxembourg; lu; lux; 2017; 2136682920.741669; 230208170.7620156; 566226550.9483351; 559599670.7061456; 515561409.2548863; 265087119.0702862;
Luxembourg; lu; lux; 2018; 2158967049.916331; 238685972.5775454; 635200036.0451883; 558020116.4160509; 418809454.3665068; 308251470.5110394;
