cname; iso2; iso3; year; edhiq0; edhiq1; edhiq2; edhiq3; edhiq4; edhiq5;
Greece; gr; grc; 2006; 146450324311.6456; 11323524822.04946; 16496151284.34647; 23289950269.05677; 34610202939.88569; 60730494996.30719;
Greece; gr; grc; 2007; 156186767907.364; 12683941943.22717; 18130002944.71714; 25143724105.80569; 36492298708.89005; 63736800204.72398;
Greece; gr; grc; 2008; 164667587565.2627; 12592224778.28039; 18524252152.77612; 26279343106.80279; 38037500552.71155; 69234266974.69189;
Greece; gr; grc; 2009; 170763985092.253; 13657809879.54687; 19788428196.94794; 27360455428.08809; 39991949435.13948; 69965342152.53056;
Greece; gr; grc; 2010; 154666097694.883; 13891178647.31847; 18230587628.43943; 25468997225.429; 35100020270.97163; 61975313922.72445;
Greece; gr; grc; 2011; 126610696724.3785; 11745730267.46726; 16320701032.26772; 19769068308.01761; 28558592368.40632; 50216604748.21964;
Greece; gr; grc; 2012; 116486445484.2667; 12605163954.21235; 12338138345.04085; 18752507362.08586; 27395711212.58456; 45394924610.34305;
Greece; gr; grc; 2013; 109238835496.5826; 12320432310.74451; 11421205515.47769; 16950109537.89585; 24620693112.52065; 43926395019.94391;
Greece; gr; grc; 2014; 107847195997.8388; 12493179022.21938; 11086250605.52484; 16971631467.48027; 24261679440.83582; 43034455461.77847;
Greece; gr; grc; 2015; 107725116356.2573; 12000500150.27397; 11579114961.57264; 16874212925.98176; 23967295471.12684; 43303992847.30213;
Greece; gr; grc; 2016; 108647350239.1478; 11545269299.9551; 11951684588.45699; 16957804121.4718; 24532714282.5704; 43659877946.69348;
Greece; gr; grc; 2017; 109908623814.9598; 11644452107.03145; 11737152355.84103; 18265732168.89624; 25689875541.96582; 42571411641.22524;
Greece; gr; grc; 2018; 114982062692.8717; 11434907389.17167; 12937806902.9912; 19995709837.49709; 27411526564.14297; 43202111999.06873;
Greece; gr; grc; 2019; 122421564135.2684; 10547042246.03526; 14438396450.29015; 20792435259.49562; 28923551612.738; 47720138566.70938;
Greece; gr; grc; 2020; 119266475153.3451; 10842335780.93828; 12779245616.44319; 21057224553.98949; 27983826699.85073; 46603842502.12344;
Greece; gr; grc; 2021; 129271883288.1191; 10575927505.95965; 15154932816.39469; 23517362402.40474; 28610031209.60478; 51413629353.7552;
Hungary; hu; hun; 1991; 2096580069468.048; 129490159251.5606; 238926283394.3321; 373058201556.8412; 513899935760.0833; 841205489505.2306;
Hungary; hu; hun; 1994; 2998559651725.776; 204798446126.8289; 263951807276.7775; 523049197347.3582; 708522141681.9207; 1298238059292.891;
Hungary; hu; hun; 1999; 6643754822279.441; 541262140288.4808; 702115541687.7328; 1144609957996.009; 1558974997054.557; 2696792185252.662;
Hungary; hu; hun; 2005; 12484789366978.26; 1471200218047.718; 813763849864.8394; 2221139356019.45; 2971450941945.334; 5007235001100.917;
Hungary; hu; hun; 2007; 13487824773965.26; 1564443643888.617; 1050383338946.481; 2577582774783.503; 3183565512105.156; 5111849504241.505;
Hungary; hu; hun; 2009; 14256763210792.24; 2159031721795.918; 773426935391.2816; 2771432554190.216; 3211633742647.889; 5341238256766.938;
Hungary; hu; hun; 2012; 16260967315959.71; 2237801495494.188; 873219405456.9607; 3011902589829.629; 3944594919908.322; 6193448905270.611;
Hungary; hu; hun; 2015; 21164867337951.71; 2413702282063.333; 2023569025507.552; 4115395750492.249; 4660323099777.633; 7951877180110.939;
Ireland; ie; irl; 1987; 25751458672.29346; 1652181832.520787; 2719817417.845184; 4598200305.056885; 6534462147.770508; 10246796969.1001;
Ireland; ie; irl; 1994; 42420883109.05695; 3210714553.833384; 3562780669.771379; 7786827925.496448; 10708664008.9764; 17151895950.97934;
Ireland; ie; irl; 1995; 44782442945.29352; 2801114873.727252; 3955848834.907175; 8686433168.898144; 10634682445.37541; 18704363622.38553;
Ireland; ie; irl; 1996; 48650785606.79427; 2990847094.280704; 4730347491.277347; 8888946978.498604; 11985726411.814; 20054917630.92361;
Ireland; ie; irl; 2000; 57725580211.03738; 2882534182.614446; 5487235932.620707; 11212703546.57861; 14521968277.28485; 23621138271.93878;
Ireland; ie; irl; 2002; 89047339432.47073; 5050098082.189955; 8598177651.613232; 17331757017.68398; 23930255791.12828; 34137050889.85529;
Ireland; ie; irl; 2003; 97510577648.74384; 6610156664.750938; 7787559163.686205; 18107259281.01227; 25114790727.47461; 39890811811.8198;
Ireland; ie; irl; 2004; 104161302894.8903; 7907120829.207316; 8142938012.157049; 18976860221.94372; 26405872699.42746; 42728511132.15472;
Ireland; ie; irl; 2005; 115171531243.8967; 7985640686.454665; 10326290870.77086; 20177005933.6122; 29202625836.28379; 47479967916.77515;
Ireland; ie; irl; 2006; 130392391037.5171; 7744062785.490721; 13850615478.38113; 22553181221.73342; 33467714900.76631; 52776816651.14556;
Ireland; ie; irl; 2007; 135532557964.7609; 9533220195.315426; 14326499771.96225; 24881550195.78679; 32952816956.25309; 53838470845.44333;
Ireland; ie; irl; 2008; 129136253017.6632; 12957471640.60361; 10895066643.05439; 22830155656.09939; 31209368629.45423; 51244190448.45154;
Ireland; ie; irl; 2009; 120674711259.8117; 14949392106.66048; 8138099773.206872; 20689566666.37611; 28645645738.25064; 48252006975.31763;
Ireland; ie; irl; 2010; 115077584286.261; 14402234942.69112; 7944016915.885511; 20913567057.92067; 28690995602.07501; 43126769767.68871;
Ireland; ie; irl; 2011; 116651431899.2362; 14240174865.7678; 8261602457.726435; 20620026280.23851; 28991426882.73077; 44538201412.77271;
Ireland; ie; irl; 2012; 120205302849.413; 15099533276.0525; 7939229684.559076; 20304275568.33889; 29890761104.00594; 46971503216.4566;
Ireland; ie; irl; 2013; 123770715753.3951; 14594802327.48733; 9181208372.361444; 21501743051.10825; 30071963187.55353; 48420998814.88454;
Ireland; ie; irl; 2014; 130323774101.2943; 14261240610.41278; 10304758592.6132; 23030646453.71185; 32674771327.82262; 50052357116.73383;
Ireland; ie; irl; 2015; 136876278303.4437; 13581441743.19557; 11234260582.79593; 24098094728.48281; 35240188042.31609; 52722293206.65332;
Ireland; ie; irl; 2016; 145794910522.2323; 12445827537.82365; 13067811438.48603; 25894388246.08363; 36094243728.45928; 58292639571.37971;
Ireland; ie; irl; 2017; 157007652814.3591; 13076614370.6298; 14276081520.90692; 27974316942.59745; 39185076065.10091; 62495563915.12399;
Ireland; ie; irl; 2018; 165189040175.5158; 13611315638.67516; 17846943684.76217; 28401822968.45031; 40851881663.84389; 64477076219.78432;
Ireland; ie; irl; 2019; 174039118041.6391; 13466565984.72044; 18850407089.2878; 31440528807.78114; 42422945945.46426; 67858670214.38551;
Ireland; ie; irl; 2020; 184613077464.3839; 13194570789.24542; 19501541858.81082; 33376976116.71447; 45090587611.95757; 73449401087.65555;
Ireland; ie; irl; 2021; 192002546662.2482; 13338026736.87451; 20709372492.07454; 34796717660.66325; 46713592521.79128; 76444837250.84459;
Israel; il; isr; 1979; 43432352.92160824; 2994500.462735977; 6611618.227743933; 8092229.783330807; 10771699.51562481; 14962304.93217271;
Israel; il; isr; 1986; 35653678511.46884; 2693916447.727849; 4979091419.137485; 6385011100.207569; 8680086663.03911; 12915572881.35683;
Israel; il; isr; 1992; 127723119995.7056; 9963910308.184238; 16690706880.07792; 22904536386.41361; 31250670396.45743; 46913296024.57242;
Israel; il; isr; 1997; 277452740300.7189; 16947286251.90343; 33966643503.58102; 50263141115.8851; 67397541365.67579; 108878128063.6736;
Israel; il; isr; 2001; 372456475930.6309; 24656804097.20433; 43641743117.10865; 62097403855.34743; 90053757892.69751; 152006766968.2729;
Israel; il; isr; 2002; 373232376879.6573; 23580752687.19934; 42931956302.36346; 62539886113.49322; 92311158771.23062; 151868623005.3707;
Israel; il; isr; 2003; 392576590733.773; 24570185987.73363; 45869928061.49306; 66627544442.92252; 95550684415.26314; 159958247826.3607;
Israel; il; isr; 2004; 413698650139.9188; 24435271534.15703; 48515011688.90704; 72611319314.80185; 98909532984.42122; 169227514617.6316;
Israel; il; isr; 2005; 446854808368.4417; 25451259313.66936; 51993596646.8924; 74908260536.85783; 103763367692.8928; 190738324178.1293;
Israel; il; isr; 2006; 473132109819.566; 27713261160.00942; 54788459550.40833; 77430114552.15567; 114273707036.7941; 198926567520.1985;
Israel; il; isr; 2007; 506183522818.3385; 29441397794.53875; 58923306680.29609; 84429342168.13229; 125083604574.6276; 208305871600.7437;
Israel; il; isr; 2008; 554895291394.7885; 32204326810.79585; 65522371977.10908; 94461894218.38318; 130951222238.689; 231755476149.8114;
Israel; il; isr; 2009; 584673042050.8073; 36557722108.09157; 64822916132.52687; 94131600073.43544; 141507550318.4708; 247653253418.2826;
Israel; il; isr; 2010; 628628027799.1903; 34105127609.91124; 70883173209.90334; 104251255767.423; 151459002349.4794; 267929468862.4732;
Israel; il; isr; 2011; 659069266601.0574; 39816283903.27334; 77548276985.40047; 111797085711.0068; 159482041689.1451; 270425578312.2318;
Israel; il; isr; 2012; 707837027392.3694; 39843595646.7477; 86539886634.6866; 117954298503.9154; 171363607316.5439; 292135639290.4757;
Israel; il; isr; 2013; 769043246576.4167; 41597359555.11458; 92362331079.43567; 133084306023.4253; 187032778663.0598; 314966471255.3814;
Israel; il; isr; 2014; 793857339615.7106; 41363649866.45773; 94239166982.20781; 137477513215.5831; 197067381273.1567; 323709628278.3052;
Israel; il; isr; 2015; 835696772470.6748; 44677254990.51566; 99920558866.04045; 144198033647.5398; 208990694194.2585; 337910230772.3204;
Israel; il; isr; 2016; 877874041547.9512; 49344575931.23008; 110952578451.2439; 153682644107.987; 220990264265.9666; 342903978791.5236;
Israel; il; isr; 2017; 944640298471.1453; 51685750091.94707; 116719232799.3979; 166213707005.5236; 233764064721.701; 376257543852.5757;
Israel; il; isr; 2018; 999847892496.2551; 56660590064.49154; 126675192252.7979; 177751597751.5485; 245394128246.3503; 393366384181.067;
Israel; il; isr; 2019; 991322144065.7441; 55033064105.2747; 117725606779.8941; 181140890828.9521; 244867857293.6388; 392554725057.9844;
Israel; il; isr; 2020; 1004656524012.961; 56384430793.61036; 123356425180.3982; 181229894067.1532; 248868734771.7271; 394817039200.0726;
Israel; il; isr; 2021; 1048639749694.692; 52961601293.31805; 122019158848.0809; 186060849785.0949; 260258892971.2798; 427339246796.9179;
Italy; it; ita; 1977; 93101917080.54298; 6281301710.577068; 10980849936.02538; 16941757017.7784; 22213863336.28951; 36684145079.87263;
Italy; it; ita; 1978; 114662918366.5709; 7764441539.874986; 14615070361.9248; 19584613458.66696; 28898658947.06166; 43800134059.04247;
Italy; it; ita; 1979; 137428389426.1665; 8592209251.533129; 15672683738.17654; 24238400372.55571; 32837303144.3162; 56087792919.58493;
Italy; it; ita; 1980; 175549837263.441; 11946753261.2679; 21131583381.73532; 31613373940.47767; 40697975870.47146; 70160150809.48863;
Italy; it; ita; 1981; 196209604460.5249; 16251680588.65086; 23816693752.13485; 35842990043.29207; 47583317523.71074; 72714922552.73639;
Italy; it; ita; 1982; 237778434829.1406; 16605514103.3741; 30273573718.99812; 43832551572.78003; 57014909877.4787; 90051885556.50969;
Italy; it; ita; 1983; 271828331231.8055; 23306091028.94492; 28789367854.25175; 48746755917.17476; 64183393938.64423; 106802722492.7898;
Italy; it; ita; 1984; 309988395408.2811; 26141919652.97356; 34168309812.44409; 55789183314.41422; 75722131790.418; 118166850838.0312;
Italy; it; ita; 1986; 342533310899.5306; 36334737411.71976; 27132544931.81951; 63212320980.24597; 84859460507.28578; 130994247068.4596;
Italy; it; ita; 1987; 420049510704.6498; 26476788481.43312; 46905780422.94298; 71322214807.34532; 100498996857.6128; 174845730135.3156;
Italy; it; ita; 1989; 497888882938.4857; 33759283184.42785; 60154518242.90134; 89877466625.25441; 120373886543.2612; 193723728342.6408;
Italy; it; ita; 1991; 555279547440.3934; 36943501590.63661; 71454764419.10474; 102826808940.043; 137611079414.6581; 206443393075.951;
Italy; it; ita; 1993; 595436766777.4432; 39634123904.17793; 62661775333.12893; 102361253557.1319; 144115877520.6593; 246663736462.3452;
Italy; it; ita; 1995; 639633327845.1755; 42268014353.08382; 69163877337.7283; 112034286899.6763; 156465178864.2503; 259701970390.4368;
Italy; it; ita; 1998; 734708468743.9607; 49854796072.90621; 77236229000.84009; 128423833583.23; 178386186415.7316; 300807423671.2527;
Italy; it; ita; 2000; 777782640926.7284; 54366575428.22012; 85358048162.32037; 141428220085.625; 184440846463.0741; 312188950787.4887;
Italy; it; ita; 2002; 818504144674.0757; 58946758877.66954; 94395895555.5811; 139407204718.3859; 191944170625.1192; 333810114897.3199;
Italy; it; ita; 2004; 888883286814.2618; 68001854271.93221; 108647209082.4957; 157998208338.9874; 200693022597.9315; 353542992522.915;
Italy; it; ita; 2006; 974959658279.9672; 75213483355.16118; 118881639841.1774; 171800269591.5761; 225983319035.9558; 383080946456.0967;
Italy; it; ita; 2008; 1012184949651.257; 77638059150.69705; 131534091753.6284; 176739189543.5998; 233143082503.7205; 393130526699.6115;
Italy; it; ita; 2010; 1010819420234.197; 84649120952.37277; 130448201745.6981; 177212717180.6617; 224724821102.7014; 393784559252.7634;
Italy; it; ita; 2012; 975489803752.9565; 85490020171.811; 120968941570.5165; 162546002137.4141; 220070331138.2857; 386414508734.9291;
Italy; it; ita; 2014; 997868597767.9858; 80471607381.12151; 129964934102.3693; 173141826059.5161; 230322234429.1459; 383967995795.833;
Italy; it; ita; 2016; 1033538739056.333; 83239423622.44492; 133642254971.4491; 180615404937.7005; 219336749580.6867; 416704905944.0513;
Italy; it; ita; 2020; 1080775677144.703; 89247549747.99969; 136663239573.7577; 184057900262.8409; 238943650380.1364; 431863337179.9678;
Japan; jp; jpn; 2008; 428780833522424.4; 25692859400881.89; 49567988443943.56; 75079042909265.86; 107746147315210.3; 170694795453122.8;
Japan; jp; jpn; 2009; 414463380273543.3; 26488634087217.9; 51796136520386.54; 74160440590963.88; 102131307906433.5; 159886861168541.5;
Japan; jp; jpn; 2010; 417049135152928.7; 27426839750858.95; 53982873566664.75; 74615660855027.53; 102847198790303.4; 158176562190074.1;
Japan; jp; jpn; 2011; 389339497403599.8; 25559091092882.22; 47170700161915.8; 69204227697649.73; 94438971002800.52; 152966507448351.5;
Japan; jp; jpn; 2012; 397133236737213.4; 25043864158436.84; 49412916501997.13; 72563137744871.81; 95208494941569.56; 154904823390338.1;
Japan; jp; jpn; 2013; 390231107086629.6; 25560501902292.13; 48801924314405.87; 71995931584549.64; 91809982476811.33; 152062766808570.7;
Japan; jp; jpn; 2014; 402147904792239.3; 27098889305485.25; 53434533138369.96; 72809502440360.39; 92877336477824.86; 155927643430198.8;
Japan; jp; jpn; 2015; 408674461003786.1; 26105901472987.21; 53819676873097.9; 75069968745355.31; 96712876609262.91; 156966037303082.7;
Japan; jp; jpn; 2016; 401339906666443.6; 26145276762826.04; 50264603526231.12; 75549026229215.66; 96609464828823.77; 152771535319347;
Japan; jp; jpn; 2017; 407126997162796.8; 26975259936552.81; 50267595121682.02; 73835407548630.83; 101025428372901; 155023306183030.1;
Japan; jp; jpn; 2018; 385949372339830.4; 23438685120673.52; 49790567697504.39; 69032002528429.91; 96684108568229.36; 147004008424993.3;
Japan; jp; jpn; 2019; 399975189220392.9; 24743073209533.41; 48867746558253.56; 72504916045259.42; 101928764940458.9; 151930688466887.6;
Japan; jp; jpn; 2020; 407475750138819.3; 25241660558977.23; 48439075327980.71; 74388415203760.75; 102897163749570; 156509435298530.6;
Lithuania; lt; ltu; 2009; 18672086849.51804; 1210254748.36397; 1678840874.633441; 2835471236.24833; 4474707576.203564; 8472812414.068741;
Lithuania; lt; ltu; 2010; 15673917740.71879; 1411707182.637367; 1039022539.991016; 2519332968.54655; 3891851862.733857; 6812003186.809999;
Lithuania; lt; ltu; 2011; 17395439991.41186; 1267793480.044497; 1329087144.24372; 2997716158.73015; 4278437385.833747; 7522405822.559743;
Lithuania; lt; ltu; 2012; 18894503989.14215; 1332579620.155107; 1576335724.453874; 2920976294.763186; 4444214260.788112; 8620398088.981869;
Lithuania; lt; ltu; 2013; 19950758360.27184; 1312355813.35568; 1433960996.185156; 3198315460.198242; 4826329057.926993; 9179797032.605764;
Lithuania; lt; ltu; 2014; 21636454446.17982; 1360542589.505296; 1421038058.765152; 3146212563.577018; 5023551296.927272; 10685109937.40508;
Lithuania; lt; ltu; 2015; 22914552801.26524; 1342616937.423936; 1655504006.877052; 3520352521.56531; 5672447196.291527; 10723632139.10742;
Lithuania; lt; ltu; 2016; 23976660374.11626; 1281519760.429529; 1797918543.002422; 3793306235.307108; 5412391620.265615; 11691524215.11159;
Lithuania; lt; ltu; 2017; 26438411029.74589; 1277266292.772243; 2161227697.852943; 4139090753.20958; 6270398170.06242; 12590428115.84871;
Lithuania; lt; ltu; 2018; 28881996833.8433; 1418306621.297256; 2485377919.546794; 4467688589.647207; 6750896003.19923; 13759727700.15281;
Lithuania; lt; ltu; 2019; 32605810877.78925; 1550151366.321533; 2980821737.157332; 5117485709.830868; 7859957750.70189; 15097394313.77763;
Lithuania; lt; ltu; 2020; 36925259084.46308; 1902684976.234677; 3302667032.875681; 5943044369.973763; 9071022026.965477; 16705840678.41348;
Lithuania; lt; ltu; 2021; 39010070674.90966; 1924118666.933535; 3693051906.234169; 5890449268.124969; 9220912328.317915; 18281538505.29907;
Luxembourg; lu; lux; 1986; 6147336396.832306; 474387896.73526; 963683637.9007568; 1155734934.869141; 1425005612.174805; 2128524315.152344;
Luxembourg; lu; lux; 1987; 6663432052.140869; 499447731.3122559; 1017917445.966309; 1230889258.314453; 1531189914.995117; 2383987701.552734;
Luxembourg; lu; lux; 1985; 5280240115.268799; 442351251.3793945; 836884088.9528809; 998655297.7978516; 1265078455.824219; 1737271021.314453;
Luxembourg; lu; lux; 1988; 6998824231.897705; 538397369.3601074; 1008695687.752441; 1305706628.614258; 1624631656.80957; 2521392889.361328;
Luxembourg; lu; lux; 1989; 7744867029.883789; 599938359.2128906; 1103433909.045898; 1459804048.914063; 1752009584.070313; 2829681128.640625;
Luxembourg; lu; lux; 1990; 8232419462.885498; 683941928.5993652; 1220394854.539063; 1640695048.458008; 1860914407.904297; 2826473223.384766;
Luxembourg; lu; lux; 1991; 8784492768.520996; 699374914.8813477; 1306822154.816406; 1776745085.938477; 2034696477.105469; 2966854135.779297;
Luxembourg; lu; lux; 1992; 9606129974.314941; 804578714.6806641; 1415005964.659668; 1896255379.232422; 2186710880.160156; 3303579035.582031;
Luxembourg; lu; lux; 1993; 10243180512.17041; 882014271.0180664; 1500878000.367188; 2067834371.650391; 2449530524.376953; 3342923344.757813;
Luxembourg; lu; lux; 1994; 9956825807.071533; 884614397.7695313; 1251283417.988525; 1830082702.22168; 2458836377.517578; 3532008911.574219;
Luxembourg; lu; lux; 1995; 10455681078.70825; 886916543.8447266; 1441172908.677979; 1949111711.917969; 2573479106.810547; 3605000807.457031;
Luxembourg; lu; lux; 1996; 10653061769.68115; 935408512.2016602; 1516024938.457031; 1992815934.473633; 2611105762.492188; 3597706622.056641;
Luxembourg; lu; lux; 1997; 11123364321.4502; 975634351.1508789; 1622981744.564941; 2077356248.630859; 2666532811.738281; 3780859165.365234;
Luxembourg; lu; lux; 1998; 11460386246.62903; 1071680814.565063; 1654664790.939941; 2106594521.924805; 2649059300.455078; 3978386818.744141;
Luxembourg; lu; lux; 1999; 12056792700.98901; 1115256520.785156; 1690355456.68335; 2416292540.553711; 2762348475.251953; 4072539707.714844;
Luxembourg; lu; lux; 2000; 12453506286.46631; 1151969404.607422; 1858299586.188965; 2318488830.419922; 3023873753.386719; 4100874711.863281;
Luxembourg; lu; lux; 2001; 13259173395.74927; 1152295982.237549; 1995693815.445313; 2543420608.025391; 3121753399.771484; 4446009590.269531;
Luxembourg; lu; lux; 2002; 14791801315.9048; 1363090511.824858; 2164831118.367232; 2919774321.67492; 3315374340.603432; 5028731023.434357;
Luxembourg; lu; lux; 2003; 15299612434.67374; 1377390657.169643; 2174350768.156808; 3019399271.10728; 3627429332.637597; 5101042405.602407;
Luxembourg; lu; lux; 2004; 16081161753.73952; 1459664339.642268; 2258448445.758313; 3214859871.636106; 3849356155.837052; 5298832940.865784;
Luxembourg; lu; lux; 2005; 16727431842.63772; 1431870380.743693; 2233504174.818883; 3064331606.749185; 4082037066.196229; 5915688614.129728;
Luxembourg; lu; lux; 2006; 17623588370.91771; 1650899047.929195; 2331889645.106149; 3244928896.184689; 4198944526.171727; 6196926255.525952;
Luxembourg; lu; lux; 2007; 18433768830.38385; 1698806523.054185; 2601691938.463714; 3362287651.667894; 4369633412.837487; 6401349304.360575;
Luxembourg; lu; lux; 2008; 19463320647.28585; 1894698919.328881; 2810440064.898259; 3453367124.095318; 4603750167.913328; 6701064371.050061;
Luxembourg; lu; lux; 2009; 20433253941.47699; 1842305364.477772; 2955402743.42825; 3633209574.447509; 4981276399.028416; 7021059860.095045;
Luxembourg; lu; lux; 2010; 20550719892.87936; 2068300954.379641; 2992315362.491095; 3706500443.52955; 4991631038.08381; 6791972094.395268;
Luxembourg; lu; lux; 2011; 21645574439.67088; 2148860998.496631; 3218198053.790891; 4085939331.093635; 5097791080.523904; 7094784975.765816;
Luxembourg; lu; lux; 2012; 21834383932.59091; 2020756805.735728; 3061949486.653707; 4070008272.343773; 5036964993.971614; 7644704373.886091;
Luxembourg; lu; lux; 2013; 22014384073.77749; 2171331398.641093; 3189426023.14168; 3977812504.241609; 5280498443.641102; 7395315704.112005;
Luxembourg; lu; lux; 2014; 23019602138.37179; 2194159139.83071; 3124495663.144517; 3979083915.717661; 5598250852.634943; 8123612567.043955;
Luxembourg; lu; lux; 2015; 25331027699.99492; 2568550813.440749; 3585737865.483437; 4604781177.727831; 6052960088.878298; 8518997754.464606;
Luxembourg; lu; lux; 2016; 28123761116.54713; 2757530000.185306; 3978783060.056133; 4939861836.155752; 6931855445.197451; 9515730774.952486;
Luxembourg; lu; lux; 2017; 26356075647.67188; 2729057225.574669; 3966606501.94844; 4565927033.105325; 6336331440.166242; 8758153446.877201;
Luxembourg; lu; lux; 2018; 29220395339.03057; 2998013901.950918; 4341338279.961476; 4876093118.368483; 6751404566.864767; 10253545471.88493;
Luxembourg; lu; lux; 2019; 29525360763.82722; 3563832650.702224; 4206730624.000465; 4546540242.057364; 6800468816.983074; 10407788430.08409;
Luxembourg; lu; lux; 2020; 32182439319.82352; 3530932161.643742; 4586915365.826085; 5796426786.118132; 7472972704.434391; 10795192301.80117;
Luxembourg; lu; lux; 2021; 35474779156.89372; 3626902148.578432; 4645155504.937091; 6670628376.857053; 8380037182.098551; 12152055944.4226;
Mali; ml; mli; 2011; 5928495964238.241; 172531364634.2925; 450105315988.939; 753073459852.844; 1347184300599.078; 3205601523163.088;
Mali; ml; mli; 2013; 8298087071519.808; 308619529889.6878; 696759847557.2612; 1095011396249.035; 1806712141151.413; 4390984156672.411;
Mali; ml; mli; 2014; 9574584707725.602; 594939628593.5192; 1089415425074.506; 1532520652150.198; 2165404444874.057; 4192304557033.321;
Mali; ml; mli; 2015; 11383511584221.19; 685303105508.2765; 1161553453579.62; 1852500447193.209; 2607508731535.249; 5076645846404.838;
Mali; ml; mli; 2016; 11187982908839.16; 660454360157.447; 1191987680688.562; 1777113579557.393; 2499869881019.657; 5058557407416.098;
Mali; ml; mli; 2017; 12931757069504.21; 838497349810.7609; 1519329548286.173; 2131985685585.298; 3016424793441.709; 5425519692380.268;
Mali; ml; mli; 2018; 15601327360622.82; 1015699312757.437; 1629956001803.196; 2447135531270.067; 3598616243068.718; 6909920271723.399;
Mali; ml; mli; 2019; 14344757107241.34; 884680362567.5393; 1660562569705.616; 2228638351841.778; 3256306948321.047; 6314568874805.358;
Mali; ml; mli; 2020; 13990250748079.61; 838776732567.202; 1727323602083.693; 2251198912497.408; 2996228806196.46; 6176722694734.844;
Mexico; mx; mex; 1984; 19272539628.05072; 983551804.2765644; 2046758921.054169; 3001990218.240479; 4369470467.971756; 8870768216.507751;
Mexico; mx; mex; 1989; 390703384661.8089; 19679890092.01032; 35893632115.26123; 57983170106.01245; 83826598930.76318; 193320093417.7617;
Mexico; mx; mex; 1992; 834052387585.9844; 39590057174.63969; 74385522001.2399; 111813641240.4592; 172083520068.6905; 436179647100.9551;
Mexico; mx; mex; 1994; 1062621640199.997; 49784773356.67641; 92201375658.03105; 144979296005.1401; 219118030136.7689; 556538165043.3804;
Mexico; mx; mex; 1996; 1486672989561.056; 76846794899.74634; 141244953952.2704; 204902802677.7886; 311919311797.6429; 751759126233.6073;
Mexico; mx; mex; 1998; 2314723770803.009; 105734974235.9152; 197331800152.3691; 312614690965.7949; 499062244468.6758; 1199980060980.254;
Mexico; mx; mex; 2000; 3580914912686.694; 176429790266.7592; 303054442749.3662; 477783579466.7188; 754553386809.8926; 1869093713393.957;
Mexico; mx; mex; 2002; 4120932655577.042; 217712285719.6173; 378267620982.8936; 575727994980.5313; 893679792375.9961; 2055544961518.004;
Mexico; mx; mex; 2004; 4790861856241.787; 251744138402.4661; 450126144551.4854; 665455579120.5938; 1042911770246.613; 2380624223920.629;
Mexico; mx; mex; 2005; 5528294856865.682; 307601410825.5721; 529347331864.8398; 777696036954.4297; 1220715729168.23; 2692934348052.609;
Mexico; mx; mex; 2006; 6482009426524.225; 390607064804.9175; 655128328403.8418; 945342842235.5273; 1420239411869.844; 3070691779210.094;
Mexico; mx; mex; 2008; 7308436225772.079; 352605169327.1103; 682477040934.6523; 1028688939327.105; 1606935527269.734; 3637729548913.477;
Mexico; mx; mex; 2010; 7164072354992.94; 383110353896.1218; 708579868880.0723; 1054940031034.512; 1607818972100.156; 3409623129082.078;
Mexico; mx; mex; 2012; 8242084723418.1; 462643197557.697; 797116360248.9805; 1185651155235.523; 1840116992857.039; 3956557017518.859;
Mexico; mx; mex; 2014; 8652666421572.509; 516294355210.8799; 860291597763.5977; 1239765788336.719; 1872626166317.969; 4163688513943.344;
Mexico; mx; mex; 2016; 10969478344531.96; 675992969464.2263; 1081694167706.133; 1580048618944.715; 2313053851439.797; 5318688736977.094;
Mexico; mx; mex; 2018; 12015471816667.67; 781255846602.3723; 1256601444348.314; 1809676554543.09; 2666619043243.039; 5501318927930.852;
Mexico; mx; mex; 2020; 12199003234798.59; 874433930956.943; 1277952291971.557; 1887618250074.711; 2698086729943.219; 5460912031852.164;
Mexico; mx; mex; 2022; 16128985313981.17; 1193239408123.339; 1788074649543.395; 2534697324597.25; 3635469103882.922; 6977504827834.266;
Netherlands; nl; nld; 1983; 155009755323.644; 14267348709.22909; 19395210879.03419; 34298584288.81297; 37376491141.62388; 49672120304.94385;
Netherlands; nl; nld; 1987; 146003344072.2523; 13689478796.17395; 18165072465.47837; 33941613148.79772; 34374063256.71786; 45833116405.08441;
Netherlands; nl; nld; 1990; 201879773566.3591; 13623244681.6312; 24312532749.43408; 45305622925.62158; 49553899680.41202; 69084473529.26021;
Netherlands; nl; nld; 1993; 205353464319.6979; 13452749313.48273; 24660181757.51487; 46597268717.00077; 53064399554.96514; 67578864976.73438;
Netherlands; nl; nld; 1999; 235682635424.2293; 17501675112.77325; 33781688895.88977; 51999115648.0764; 57382150868.67255; 75018004898.81731;
Netherlands; nl; nld; 2004; 337471155229.8748; 23446095180.18626; 44183342822.45554; 65872886372.1245; 80621426976.30249; 123347403878.806;
Netherlands; nl; nld; 2005; 347682230324.047; 24415707354.29736; 44937899330.68543; 66322490716.22636; 83966147778.82396; 128039985144.0139;
Netherlands; nl; nld; 2006; 372562757423.7965; 26440247561.87225; 44562249591.90672; 69028221360.02838; 88283624708.35139; 144248414201.6378;
Netherlands; nl; nld; 2007; 401401610187.7639; 25836291768.95206; 49419909848.18376; 73436656519.46368; 95892455890.39053; 156816296160.7738;
Netherlands; nl; nld; 2008; 411649142696.3975; 26833710300.49335; 51334690889.93726; 74408684740.69464; 98174752785.61449; 160897303979.6577;
